,BATCH,source_name,tissue,age,treatment,genotype,lab,age,health state,cell_type,tissue_type,provider,sex
SRX1161944,,mouse pancreatic beta cell line MIN6,,,,,,,,,,,
SRX1161945,,mouse pancreatic beta cell line MIN6,,,,,,,,,,,
SRX1162495,,iTreg,,,,,,,,,,,
SRX1162496,,iTreg,,,,,,,,,,,
SRX1162497,,iTreg,,,,,,,,,,,
SRX1162498,,iTreg,,,,,,,,,,,
SRX1162499,,iTreg,,,,,,,,,,,
SRX1162500,,iTreg,,,,,,,,,,,
SRX1162501,,iTreg,,,,,,,,,,,
SRX1162502,,iTreg,,,,,,,,,,,
SRX1162503,,iTreg,,,,,,,,,,,
SRX1162504,,iTreg,,,,,,,,,,,
SRX116254,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX116255,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX116256,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX116257,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX116258,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX116259,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX116260,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX116261,,whole brain,brain,P21,,wild type,,P21,,,brain,,
SRX1162691,,,,,,,,,,,,,
SRX1162693,,,,,,,,,,,,,
SRX1162694,,,,,,,,,,,,,
SRX1162695,,,,,,,,,,,,,
SRX116270,,Myh6-MCM;CAG-CAT-TBX3_Tbx3_ChIP,heart,,,,,,,,heart,,
SRX116271,,Myh6-MCM_control_Tbx3_ChIP,heart,,,,,,,,heart,,
SRX116272,,WT_Gata4_ChIP,heart,,,,,,,,heart,,
SRX116273,,WT_Nkx2-5_ChIP,heart,,,,,,,,heart,,
SRX1162904,,Jurkat cells expressing a Dox-inducible shRNA against TAL1 without Dox addition,,,None,,,,,Jurkat,,,
SRX1162905,,Jurkat cells expressing a Dox-inducible shRNA against TAL1 with Dox addition,,,Dox-induced TAL1-KD,,,,,Jurkat,,,
SRX1162906,,Jurkat cells expressing a Dox-inducible shRNA against TAL1 without Dox addition,,,None,,,,,Jurkat,,,
SRX1163236,,mouse pancreatic cancer cell line,,,,Pdx1-Cre;LSL-KrasG12D;Cdkn2a fl/fl;Smad4 fl/fl,,,,KSIC_c806 + Smad4,,,
SRX1163237,,mouse pancreatic cancer cell line,,,,Pdx1-Cre;LSL-KrasG12D;Cdkn2a fl/fl;Smad4 fl/fl,,,,KSIC_c806,,,
SRX116414,,K562-CBX2 ChIP-seq,,,,,,,,,,,
SRX116415,,K562-CBX8 ChIP-seq,,,,,,,,,,,
SRX116416,,K562-CHD1 ChIP-seq,,,,,,,,,,,
SRX116417,,K562-CHD1 ChIP-seq,,,,,,,,,,,
SRX116418,,K562-CHD7 ChIP-seq,,,,,,,,,,,
SRX116419,,K562-ESET ChIP-seq,,,,,,,,,,,
SRX116420,,K562-EZH2 ChIP-seq,,,,,,,,,,,
SRX116421,,K562-HDAC1 ChIP-seq,,,,,,,,,,,
SRX116422,,K562-HDAC1 ChIP-seq,,,,,,,,,,,
SRX116423,,K562-HDAC2 ChIP-seq,,,,,,,,,,,
SRX116424,,K562-HDAC2 ChIP-seq,,,,,,,,,,,
SRX116425,,K562-HDAC6 ChIP-seq,,,,,,,,,,,
SRX116426,,K562-HDAC6 ChIP-seq,,,,,,,,,,,
SRX116427,,K562-HP1g ChIP-seq,,,,,,,,,,,
SRX116428,,K562-JARID1C ChIP-seq,,,,,,,,,,,
SRX116429,,K562-KAT3A/CBP ChIP-seq,,,,,,,,,,,
SRX116430,,K562-LSD1 ChIP-seq,,,,,,,,,,,
SRX1164303,,in vitro differentiated plasmablasts,,,,,,,,,,,
SRX1164304,,in vitro differentiated plasmablasts,,,,,,,,,,,
SRX1164305,,in vitro differentiated plasmablasts,,,,,,,,,,,
SRX1164306,,in vitro differentiated plasmablasts,,,,,,,,,,,
SRX1164307,,in vitro differentiated plasmablasts,,,,,,,,,,,
SRX1164308,,in vitro differentiated plasmablasts,,,,,,,,,,,
SRX116431,,K562-MI2 ChIP-seq,,,,,,,,,,,
SRX116432,,K562-NCOR ChIP-seq,,,,,,,,,,,
SRX116433,,K562-NSD2 ChIP-seq,,,,,,,,,,,
SRX116434,,K562-P300 ChIP-seq,,,,,,,,,,,
SRX116435,,K562-PCAF ChIP-seq,,,,,,,,,,,
SRX116436,,K562-PHF8 ChIP-seq,,,,,,,,,,,
SRX116437,,K562-PHF8 ChIP-seq,,,,,,,,,,,
SRX116438,,K562-PLU1 ChIP-seq,,,,,,,,,,,
SRX116439,,K562-PLU1 ChIP-seq,,,,,,,,,,,
SRX116440,,K562-RBBP5 ChIP-seq,,,,,,,,,,,
SRX116441,,K562-RBBP5 ChIP-seq,,,,,,,,,,,
SRX116442,,K562-RBBP5 ChIP-seq,,,,,,,,,,,
SRX116443,,K562-REST ChIP-seq,,,,,,,,,,,
SRX116444,,K562-RNAPIIS5P ChIP-seq,,,,,,,,,,,
SRX116445,,K562-RNF2 ChIP-seq,,,,,,,,,,,
SRX116446,,K562-SAP30 ChIP-seq,,,,,,,,,,,
SRX116447,,K562-SAP30 ChIP-seq,,,,,,,,,,,
SRX116448,,K562-SIRT6 ChIP-seq,,,,,,,,,,,
SRX116449,,K562-SUZ12 ChIP-seq,,,,,,,,,,,
SRX116450,,K562-WCE,,,,,,,,,,,
SRX116451,,K562-WCE,,,,,,,,,,,
SRX116452,,K562-WCE,,,,,,,,,,,
SRX116453,,H1 hESCs-CHD1 ChIP-seq,,,,,,,,,,,
SRX116454,,H1 hESCs-CHD1 ChIP-seq,,,,,,,,,,,
SRX116455,,H1 hESCs-CHD7 ChIP-seq,,,,,,,,,,,
SRX116456,,H1 hESCs-EZH2 ChIP-seq,,,,,,,,,,,
SRX116457,,H1 hESCs-HDAC2 ChIP-seq,,,,,,,,,,,
SRX116458,,H1 hESCs-HDAC6 ChIP-seq,,,,,,,,,,,
SRX116459,,H1 hESCs-JARID1A ChIP-seq,,,,,,,,,,,
SRX116460,,H1 hESCs-JARID1A ChIP-seq,,,,,,,,,,,
SRX116461,,H1 hESCs-JARID1B ChIP-seq,,,,,,,,,,,
SRX116462,,H1 hESCs-JARID1C ChIP-seq,,,,,,,,,,,
SRX116463,,H1 hESCs-JMJD2A ChIP-seq,,,,,,,,,,,
SRX116464,,H1 hESCs-P300 ChIP-seq,,,,,,,,,,,
SRX116465,,H1 hESCs-PHF8 ChIP-seq,,,,,,,,,,,
SRX116466,,H1 hESCs-RBBP5 ChIP-seq,,,,,,,,,,,
SRX116467,,H1 hESCs-RBBP5 ChIP-seq,,,,,,,,,,,
SRX116468,,H1 hESCs-SAP30 ChIP-seq,,,,,,,,,,,
SRX116469,,H1 hESCs-SIRT6 ChIP-seq,,,,,,,,,,,
SRX116470,,H1 hESCs-SUZ12 ChIP-seq,,,,,,,,,,,
SRX116471,,H1 hESCs-WCE,,,,,,,,,,,
SRX116472,,H1 hESCs-WCE,,,,,,,,,,,
SRX1164973,,,testes,2 month old,Input,WT,,2 month old,,round spermatids,testes,,male
SRX1164991,,MEF_WT,,,,,,,,,,,
SRX1164992,,MEF_WT,,,,,,,,,,,
SRX1165009,,,ovaries,,,,,,,,ovaries,,female
SRX1165087,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165088,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165089,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165090,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165091,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165092,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165093,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165094,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165095,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165096,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165097,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165098,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165099,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165100,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165101,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165102,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165103,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165104,,HepG2 cells,,,,,,,,HepG2,,,
SRX1165105,,MCF7 cells,,,,,,,,MFC7,,,
SRX1165106,,MCF7 cells,,,,,,,,MFC7,,,
SRX1165107,,MCF7 cells,,,,,,,,MFC7,,,
SRX1165108,,MCF7 cells,,,,,,,,MFC7,,,
SRX1165109,,MCF7 cells,,,,,,,,MFC7,,,
SRX1165110,,MCF7 cells,,,,,,,,MFC7,,,
SRX1165111,,mouse V6.5 ES Cells,,,,,,,,V6.5,,,
SRX116585,,TMK4_ChIPseq,,,,,,,,,,,
SRX116586,,TMK4_ChIPseq,,,,,,,,,,,
SRX116587,,TMK4_ChIPseq,,,,,,,,,,,
SRX116588,,TMK4_ChIPseq,,,,,,,,,,,
SRX116589,,ACH3_ChIPseq,,,,,,,,,,,
SRX116590,,ACH3_ChIPseq,,,,,,,,,,,
SRX116591,,ACH3_ChIPseq,,,,,,,,,,,
SRX116592,,ACH3_ChIPseq,,,,,,,,,,,
SRX116605,H9,,,,,,,,,,,,
SRX116606,BMP4-7,,,,,,,,,,,,
SRX116607,BMP4-7,,,,,,,,,,,,
SRX1166233,,Primary keratinocytes trancduced with AhRCA-HA,,,,,,,,,,,
SRX1166234,,Primary keratinocytes trancduced with AhRCA-HA,,,,,,,,,,,
SRX1166235,,Primary keratinocytes trancduced with AhRCA-HA,,,,,,,,,,,
SRX1166236,,Primary keratinocytes trancduced with AhRCA-HA,,,,,,,,,,,
SRX1166237,,Primary keratinocytes trancduced with AhRCA-HA,,,,,,,,,,,
SRX1166238,,Primary keratinocytes trancduced with AhRCA-HA,,,,,,,,,,,
SRX1166375,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166376,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166377,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166378,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166379,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166380,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166381,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166382,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166383,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166384,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166385,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166386,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166387,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166388,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166389,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166390,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166391,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166392,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166393,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166394,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166395,,prostate cancer,,,,,,,,LNCaP-abl,,,
SRX1166516,,"T98G GBM cells, shNT, H3K9Ac ChIP",,,,,,,,T98G,,,
SRX1166517,,"T98G GBM cells, shNT, input",,,,,,,,T98G,,,
SRX1166518,,"T98G GBM cells, shRBBP4, H3K9Ac ChIP",,,,,,,,T98G,,,
SRX1166519,,"T98G GBM cells, shRBBP4, input",,,,,,,,T98G,,,
SRX1166563,,,Ovaries,,,,,,,,Ovaries,,female
SRX1166568,,,Ovaries,,,,,,,,Ovaries,,female
SRX1166569,,,Ovaries,,,,,,,,Ovaries,,female
SRX1166570,,,ovaries,,,,,,,,ovaries,,female
SRX1166571,,,ovaries,,,,,,,,ovaries,,female
SRX1167097,,293T cells,,,,,,,,,,,
SRX1167098,,293T cells,,,,,,,,,,,
SRX1167099,,293T cells,,,,,,,,,,,
SRX1167100,,293T cells,,,,,,,,,,,
SRX1167101,,293T cells,,,,,,,,,,,
SRX1167102,,293T cells,,,,,,,,,,,
SRX1167103,,293T cells,,,,,,,,,,,
SRX1167104,,293T cells,,,,,,,,,,,
SRX1167105,,293T cells,,,,,,,,,,,
SRX1167106,,293T cells,,,,,,,,,,,
SRX1167107,,293T cells,,,,,,,,,,,
SRX1167108,,293T cells,,,,,,,,,,,
SRX1167109,,293T cells,,,,,,,,,,,
SRX1167110,,293T cells,,,,,,,,,,,
SRX1167111,,293T cells,,,,,,,,,,,
SRX1167112,,293T cells,,,,,,,,,,,
SRX1167113,,293T cells,,,,,,,,,,,
SRX1167114,,293T cells,,,,,,,,,,,
SRX1167115,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167116,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167117,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167118,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167119,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167120,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167121,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167122,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167123,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167124,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167125,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167126,,Mouse embryonic stem cells,,,,,,,,,,,
SRX1167265,,Bcell+Cebpa6h+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167266,,Bcell+Cebpa6h+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167267,,Bcell+Cebpa6h+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167268,,Bcell+Cebpa6h+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167269,,Bcell+Cebpa6h,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167270,,Bcell+Cebpa6h,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167271,,Bcell+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167272,,Bcell+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167273,,Bcell,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167274,,Bcell,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167275,,Bcell,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167276,,Bcell+Cebpa6h+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167277,,Bcell+Cebpa6h+wash6d,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167278,,Bcell,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167279,,Bcell,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167280,,Bcell+Cebpa6h,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167281,,Bcell+Cebpa6h,,,,,,,,C10 (HFATL-1 + ER-C/EBPa),,,
SRX1167417,,third instar larvae,whole tissue,,,wild type,,,,,whole tissue,,
SRX1167418,,third instar larvae,whole tissue,,,CDK12 knockdown,,,,,whole tissue,,
SRX1167419,,third instar larvae,whole tissue,,,wild type,,,,,whole tissue,,
SRX1167420,,third instar larvae,whole tissue,,,CDK12 knockdown,,,,,whole tissue,,
SRX1167421,,third instar larvae,whole tissue,,,wild type,,,,,whole tissue,,
SRX1167422,,third instar larvae,whole tissue,,,CDK12 knockdown,,,,,whole tissue,,
SRX1167499,,,ovaries,,,,,,,,ovaries,,female
SRX1167500,,,ovaries,,,,,,,,ovaries,,female
SRX1167504,,,ovaries,,,,,,,,ovaries,,female
SRX1167591,,,ovaries,,,,,,,,ovaries,,female
SRX1167592,,,ovaries,,,,,,,,ovaries,,female
SRX1167593,,,ovaries,,,,,,,,ovaries,,female
SRX1167619,,,ovaries,,,,,,,,ovaries,,female
SRX1167620,,,ovaries,,,,,,,,ovaries,,female
SRX1167621,,,ovaries,,,,,,,,ovaries,,female
SRX1167622,,,ovaries,,,,,,,,ovaries,,female
SRX116906,,Transgenic Hepatocytes,,,,,,,,,,,
SRX116907,,Transgenic Hepatocytes,,,,,,,,,,,
SRX116909,,Transgenic Hepatocytes,,,,,,,,,,,
SRX117004,BMP4-8,,,,,,,,,,,,
SRX117005,BMP4-9,,,,,,,,,,,,
SRX117006,BMP4-8,,,,,,,,,,,,
SRX117009,,NB4(leukemic),,,no,,,,,,,,
SRX117010,,UAE(leukemic),,,no,,,,,,,,
SRX117011,,UAE(leukemic),,,5 hrs zinc,,,,,,,,
SRX1170639,,third instar larvae,whole larvae,,,wild type,,,,,whole larvae,,
SRX1170640,,third instar larvae,whole larvae,,,wild type,,,,,whole larvae,,
SRX117459,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117460,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117461,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117462,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117463,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117464,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117465,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117466,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117467,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117468,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX117469,,Chronic myeloid leukaemia,,,,,,,,Human erythromyeloblastoid leukemia cell line K562,,,
SRX1175147,,E13.5 preSertoli cells,fetal testis,,,,,,,,fetal testis,,
SRX1175148,,E13.5 preSertoli cells,fetal testis,,,,,,,,fetal testis,,
SRX1175149,,E13.5 preSertoli cells,fetal testis,,,,,,,,fetal testis,,
SRX1175150,,E13.5 preSertoli cells,fetal testis,,,,,,,,fetal testis,,
SRX1175783,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175784,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175785,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175786,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175787,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175788,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175789,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175790,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175791,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175792,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175793,,Rods from WT mouse retina,retina,8 to 11 weeks,,,,8 to 11 weeks,,,retina,,male
SRX1175991,,pancreatic alpha cells aTC1-9 expressing 3xFlag-Glis3-mcherry,,,,,,,,aTC1-9,,,
SRX1175992,,pancreatic alpha cells aTC1-9 expressing 3xFlag-Glis3-mcherry,,,,,,,,aTC1-9,,,
SRX1176003,,CD8 T cell,,,none,,,,,,,,
SRX1176004,,CD8 T cell,,,0.5 ug/ml IL-2 for 1 hour,,,,,,,,
SRX1176720,,ChIP-seq Cdc73MB,,,,,,,,C2C12,,,
SRX1176721,,Input for ChIP-seq Cdc73MB,,,,,,,,C2C12,,,
SRX1176722,,ChIP-seq Cdc73MT,,,,,,,,C2C12,,,
SRX1176723,,Input for ChIP-seq Cdc73MT,,,,,,,,C2C12,,,
SRX1176724,,ChIP-seq Ctr9MB,,,,,,,,C2C12,,,
SRX1176725,,Input for ChIP-seq Ctr9MB,,,,,,,,C2C12,,,
SRX1176727,,ChIP-seq Ctr9MT,,,,,,,,C2C12,,,
SRX1176728,,Input for ChIP-seq Ctr9MT,,,,,,,,C2C12,,,
SRX1176729,,ChIP-seq Leo1MB,,,,,,,,C2C12,,,
SRX1176730,,Input for ChIP-seq Leo1MB,,,,,,,,C2C12,,,
SRX1176731,,ChIP-seq Leo1MT,,,,,,,,C2C12,,,
SRX1176732,,Input for ChIP-seq Leo1MT,,,,,,,,C2C12,,,
SRX1176733,,ChIP-seq Paf1MB,,,,,,,,C2C12,,,
SRX1176734,,Input for ChIP-seq Paf1MB,,,,,,,,C2C12,,,
SRX1176735,,ChIP-seq Paf1MT,,,,,,,,C2C12,,,
SRX1176736,,Input for ChIP-seq Paf1MT,,,,,,,,C2C12,,,
SRX1176737,,ChIP-seq Rtf1MB,,,,,,,,C2C12,,,
SRX1176738,,Input for ChIP-seq Rtf1MB,,,,,,,,C2C12,,,
SRX1176739,,ChIP-seq Rtf1MT,,,,,,,,C2C12,,,
SRX1176740,,Input for ChIP-seq Rtf1MT,,,,,,,,C2C12,,,
SRX1176741,,ChIP-seq Ski8MB,,,,,,,,C2C12,,,
SRX1176742,,Input for ChIP-seq Ski8MB,,,,,,,,C2C12,,,
SRX1176743,,ChIP-seq Ski8MT,,,,,,,,C2C12,,,
SRX1176744,,Input for ChIP-seq Ski8MT,,,,,,,,C2C12,,,
SRX1176745,,"PolII ChIP-seq, siPaf1",,,,,,,,C2C12,,,
SRX1176746,,Input for PolIICTD_siPaf1,,,,,,,,C2C12,,,
SRX1176747,,"PolII ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176748,,Input for PolIICTD_siNS,,,,,,,,C2C12,,,
SRX1176749,,"H3K36me3 ChIP-seq, siPaf1",,,,,,,,C2C12,,,
SRX1176750,,Input for ChIP080.H3K36me3_siPaf1,,,,,,,,C2C12,,,
SRX1176751,,"H3K36me3 ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176752,,Input for ChIP082.H3K36me3_siNS,,,,,,,,C2C12,,,
SRX1176753,,"H3K4me3 ChIP-seq, siPaf1",,,,,,,,C2C12,,,
SRX1176754,,"H3 ChIP-seq, siPaf1",,,,,,,,C2C12,,,
SRX1176755,,Input for ChIP084.H3K4me3_siPaf1 and ChIP085.H3_siPaf1,,,,,,,,C2C12,,,
SRX1176756,,"H3K4me3 ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176757,,"H3 ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176758,,Input for ChIP087.H3K4me3_siNS and ChIP088.H3_siNS,,,,,,,,C2C12,,,
SRX1176759,,"PolIICTD ChIP-seq, siSki8",,,,,,,,C2C12,,,
SRX1176760,,Input for ChIP091.PolIICTD_siSki8,,,,,,,,C2C12,,,
SRX1176761,,"PolIICTD ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176762,,Input for ChIP094.PolIICTD_siNS,,,,,,,,C2C12,,,
SRX1176763,,"H3K36me3 ChIP-seq, siSki8",,,,,,,,C2C12,,,
SRX1176764,,Input for ChIP100.H3K36me3_siSki8,,,,,,,,C2C12,,,
SRX1176765,,"H3K36me3 ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176766,,Input forChIP102.H3K36me3_siNS,,,,,,,,C2C12,,,
SRX1176767,,"H3K4me3 ChIP-seq, siSki8",,,,,,,,C2C12,,,
SRX1176768,,"H3 ChIP-seq, siSki8",,,,,,,,C2C12,,,
SRX1176769,,Input for ChIP104.H3K4me3_siSki8 and ChIP105.H3_siSki8,,,,,,,,C2C12,,,
SRX1176770,,"H3K4me3 ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176771,,"H3 ChIP-seq, siNS",,,,,,,,C2C12,,,
SRX1176772,,Input for ChIP107.H3K4me3_siNS and ChIP108.H3_siNS,,,,,,,,C2C12,,,
SRX117689,,Pro-B_H3R2me2s ChIP-seq,,,,,,,,,,,
SRX117690,,Pro-B_H3R2me2sK4me3 ChIP-seq,,,,,,,,,,,
SRX117691,,Pro-B_H3K4me3 ChIP-seq,,,,,,,,,,,
SRX1177279,,brain,dorsolateral prefrontal cortex,,,,,,,,dorsolateral prefrontal cortex,,
SRX1177280,,brain,dorsolateral prefrontal cortex,,,,,,,,dorsolateral prefrontal cortex,,
SRX1177281,,brain,dorsolateral prefrontal cortex,,,,,,,,dorsolateral prefrontal cortex,,
SRX1177282,,brain,hippocampus,,,,,,,,hippocampus,,
SRX1177283,,brain,hippocampus,,,,,,,,hippocampus,,
SRX1177284,,brain,hippocampus,,,,,,,,hippocampus,,
SRX1177287,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177288,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177289,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177290,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177291,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177292,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177293,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177294,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177295,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177296,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177297,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177298,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177299,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177300,,brain,Gliobmastoma biopsy,,,,,,,,Gliobmastoma biopsy,,
SRX1177301,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177302,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177303,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177304,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177305,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177306,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177307,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177308,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177309,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177310,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177311,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177312,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177313,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177314,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177315,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177316,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177317,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177318,,brain,,,,,,,,Gliobmastoma cell line,,,
SRX1177319,,brain,,,,,,,,Gliobmastoma cell line,,,
